Time  1 - default sample rate [s]	Rods pressure [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
16.20	21.50	-525.64	1036.0	-476.69	1152.7	-268.85	-414.70	-399.58	970.76	1162.2	-175.95	-12.17	43.60	-181.27	56.74	91.37	
16.30	21.47	-525.62	1036.0	-476.67	1152.7	-268.85	-414.79	-399.53	970.75	1162.2	-175.92	-12.09	43.59	-181.29	56.68	91.32	
16.40	21.49	-525.67	1036.0	-476.71	1152.6	-268.88	-414.89	-399.55	970.74	1162.2	-175.90	-12.09	43.57	-181.29	56.60	91.25	
16.50	21.73	-525.73	1036.0	-476.75	1152.6	-268.87	-414.91	-399.57	970.71	1162.2	-175.89	-12.11	43.58	-181.27	56.55	91.20	
16.60	22.49	-525.72	1036.0	-476.73	1152.6	-268.87	-414.91	-399.57	970.68	1162.3	-175.94	-12.12	43.55	-181.25	56.57	91.17	
16.70	23.46	-525.69	1036.0	-476.69	1152.6	-268.87	-414.86	-399.56	970.68	1162.3	-175.99	-12.16	43.53	-181.25	56.93	91.45	
16.80	24.20	-525.64	1036.0	-476.71	1152.6	-268.85	-414.77	-399.53	970.72	1162.2	-175.98	-12.25	43.50	-181.24	58.31	92.64	
16.90	24.38	-525.59	1035.9	-476.72	1152.7	-268.86	-414.73	-399.53	970.79	1162.1	-176.02	-12.27	43.48	-181.22	60.06	94.21	
17.00	24.31	-525.60	1035.9	-476.65	1152.6	-268.90	-414.68	-399.56	970.86	1162.2	-176.10	-12.24	43.47	-181.18	62.50	96.47	
17.10	24.17	-525.74	1035.9	-476.64	1152.6	-268.93	-414.68	-399.62	970.87	1162.2	-176.10	-12.21	43.46	-181.14	63.99	97.93	
17.20	24.08	-525.78	1035.9	-476.70	1152.6	-269.01	-414.74	-399.65	970.83	1162.2	-176.10	-12.25	43.40	-181.13	64.48	98.46	
17.30	24.02	-525.73	1035.9	-476.70	1152.6	-269.04	-414.75	-399.64	970.80	1162.2	-176.12	-12.30	43.37	-181.15	64.53	98.50	
17.40	23.99	-525.72	1036.0	-476.67	1152.5	-269.03	-414.76	-399.65	970.76	1162.2	-176.13	-12.28	43.41	-181.16	64.45	98.40	
17.50	23.93	-525.71	1036.0	-476.67	1152.5	-269.02	-414.81	-399.64	970.73	1162.1	-176.06	-12.24	43.47	-181.17	64.33	98.27	
17.60	23.80	-525.72	1035.9	-476.70	1152.6	-269.02	-414.83	-399.65	970.69	1162.1	-176.04	-12.18	43.54	-181.15	64.22	98.15	
17.70	23.74	-525.75	1035.9	-476.73	1152.6	-269.03	-414.80	-399.66	970.69	1162.1	-176.07	-12.17	43.57	-181.14	64.14	98.07	
17.80	23.69	-525.77	1035.9	-476.76	1152.6	-269.04	-414.81	-399.68	970.70	1162.2	-176.06	-12.15	43.58	-181.11	64.00	97.98	
17.90	23.65	-525.77	1035.9	-476.77	1152.6	-269.04	-414.87	-399.74	970.69	1162.1	-176.05	-12.13	43.59	-181.07	63.89	97.88	
18.00	23.66	-525.74	1035.9	-476.78	1152.5	-268.99	-414.82	-399.77	970.71	1162.1	-176.06	-12.13	43.57	-181.06	63.78	97.77	
18.10	23.68	-525.71	1035.9	-476.80	1152.4	-268.98	-414.78	-399.76	970.68	1162.1	-176.05	-12.09	43.57	-181.08	63.68	97.70	
18.20	23.64	-525.70	1035.9	-476.79	1152.4	-269.03	-414.85	-399.72	970.66	1162.1	-176.08	-12.00	43.58	-181.14	63.53	97.58	
18.30	23.61	-525.75	1036.0	-476.76	1152.5	-269.07	-414.90	-399.68	970.72	1162.1	-176.09	-12.00	43.54	-181.15	63.39	97.46	
18.40	23.61	-525.76	1036.0	-476.73	1152.6	-269.02	-414.84	-399.64	970.75	1162.2	-176.10	-12.16	43.51	-181.21	63.28	97.34	
18.50	23.59	-525.77	1035.9	-476.72	1152.6	-268.97	-414.80	-399.59	970.74	1162.1	-176.11	-12.23	43.47	-181.28	63.20	97.26	
18.60	23.53	-525.78	1035.9	-476.69	1152.6	-268.92	-414.79	-399.57	970.72	1162.1	-176.13	-12.20	43.41	-181.29	63.07	97.17	
18.70	23.49	-525.77	1035.8	-476.66	1152.6	-268.87	-414.82	-399.61	970.69	1162.1	-176.14	-12.14	43.43	-181.27	62.95	97.07	
18.80	23.45	-525.72	1035.8	-476.66	1152.6	-268.89	-414.82	-399.66	970.71	1162.2	-176.13	-12.16	43.48	-181.21	62.83	96.96	
18.90	23.40	-525.73	1035.8	-476.67	1152.5	-268.94	-414.80	-399.65	970.74	1162.2	-176.11	-12.22	43.50	-181.20	62.76	96.88	
19.00	23.36	-525.75	1035.8	-476.70	1152.5	-268.99	-414.81	-399.63	970.75	1162.2	-176.09	-12.23	43.50	-181.22	62.66	96.79	
19.10	23.34	-525.78	1035.8	-476.72	1152.5	-269.00	-414.85	-399.66	970.75	1162.1	-176.04	-12.18	43.51	-181.20	62.55	96.71	
19.20	23.28	-525.76	1035.9	-476.69	1152.6	-268.93	-414.83	-399.66	970.70	1162.1	-176.01	-12.14	43.49	-181.23	62.46	96.63	
19.30	23.24	-525.69	1035.9	-476.64	1152.6	-268.88	-414.82	-399.61	970.72	1162.2	-176.02	-12.16	43.46	-181.26	62.38	96.57	
19.40	23.22	-525.62	1035.9	-476.62	1152.6	-268.89	-414.81	-399.56	970.77	1162.2	-176.02	-12.22	43.42	-181.24	62.28	96.49	
19.50	23.22	-525.61	1035.9	-476.58	1152.6	-268.92	-414.83	-399.55	970.73	1162.3	-175.94	-12.21	43.42	-181.24	62.18	96.40	
19.60	23.26	-525.59	1035.9	-476.59	1152.7	-268.92	-414.80	-399.56	970.68	1162.2	-175.98	-12.16	43.48	-181.27	62.09	96.34	
19.70	23.67	-525.58	1035.9	-476.66	1152.6	-268.94	-414.79	-399.58	970.65	1162.1	-176.05	-12.12	43.52	-181.27	62.02	96.29	
19.80	24.64	-525.60	1035.9	-476.70	1152.6	-269.00	-414.79	-399.56	970.62	1162.1	-176.05	-12.07	43.50	-181.25	62.03	96.28	
19.90	25.77	-525.68	1035.9	-476.68	1152.6	-269.00	-414.78	-399.54	970.65	1162.2	-176.00	-12.08	43.43	-181.20	62.64	96.79	
20.00	27.00	-525.72	1035.9	-476.69	1152.7	-268.96	-414.76	-399.57	970.71	1162.2	-175.96	-12.11	43.39	-181.15	64.62	98.58	
20.10	27.56	-525.67	1036.0	-476.70	1152.7	-268.93	-414.76	-399.63	970.76	1162.2	-175.97	-12.14	43.38	-181.14	66.96	100.74	
20.20	27.50	-525.63	1036.1	-476.67	1152.6	-268.98	-414.76	-399.70	970.83	1162.3	-175.99	-12.14	43.33	-181.14	70.56	104.11	
20.30	27.41	-525.67	1036.1	-476.61	1152.6	-269.06	-414.81	-399.72	970.88	1162.3	-176.02	-12.11	43.29	-181.11	73.33	106.71	
20.40	27.29	-525.77	1036.0	-476.66	1152.6	-269.10	-414.85	-399.69	970.85	1162.2	-176.09	-12.09	43.33	-181.10	74.51	107.81	
20.50	27.16	-525.84	1035.9	-476.71	1152.7	-269.10	-414.82	-399.67	970.83	1162.2	-176.16	-12.12	43.35	-181.15	74.69	107.98	
20.60	27.10	-525.88	1035.8	-476.74	1152.7	-269.08	-414.79	-399.70	970.84	1162.1	-176.23	-12.18	43.31	-181.21	74.57	107.88	
20.70	27.05	-525.91	1035.9	-476.73	1152.7	-269.06	-414.79	-399.71	970.83	1162.1	-176.24	-12.22	43.33	-181.16	74.35	107.70	
20.80	27.00	-525.89	1036.0	-476.69	1152.6	-269.02	-414.74	-399.73	970.80	1162.1	-176.15	-12.15	43.37	-181.07	74.12	107.50	
20.90	26.96	-525.82	1036.0	-476.63	1152.6	-269.00	-414.71	-399.74	970.75	1162.1	-176.13	-12.13	43.37	-181.05	73.95	107.33	
21.00	26.91	-525.76	1036.0	-476.60	1152.7	-269.04	-414.70	-399.72	970.67	1162.2	-176.15	-12.15	43.35	-181.04	73.77	107.13	
21.10	26.82	-525.76	1036.0	-476.63	1152.7	-269.10	-414.66	-399.64	970.69	1162.2	-176.14	-12.14	43.34	-181.05	73.57	106.97	
21.20	26.75	-525.74	1036.0	-476.66	1152.7	-269.10	-414.68	-399.61	970.78	1162.2	-176.12	-12.13	43.33	-181.07	73.40	106.82	
21.30	26.72	-525.74	1036.0	-476.66	1152.7	-269.11	-414.79	-399.68	970.79	1162.2	-176.14	-12.15	43.35	-181.08	73.28	106.72	
21.40	26.69	-525.75	1035.9	-476.65	1152.7	-269.11	-414.86	-399.75	970.75	1162.1	-176.11	-12.19	43.39	-181.07	73.11	106.59	
21.50	26.64	-525.71	1036.0	-476.67	1152.7	-269.02	-414.79	-399.75	970.71	1162.1	-176.05	-12.16	43.42	-181.07	72.95	106.45	
21.60	26.54	-525.68	1036.0	-476.73	1152.7	-269.00	-414.73	-399.70	970.74	1162.1	-176.04	-12.12	43.39	-181.08	72.81	106.34	
21.70	26.48	-525.69	1036.0	-476.78	1152.7	-269.07	-414.75	-399.68	970.78	1162.1	-176.03	-12.12	43.35	-181.07	72.72	106.26	
21.80	26.44	-525.69	1035.9	-476.77	1152.8	-269.13	-414.77	-399.68	970.84	1162.1	-176.04	-12.14	43.31	-181.05	72.59	106.13	
21.90	26.40	-525.72	1035.9	-476.67	1152.8	-269.14	-414.73	-399.69	970.83	1162.2	-176.11	-12.16	43.30	-181.06	72.46	105.96	
22.00	26.37	-525.72	1035.9	-476.62	1152.7	-269.12	-414.68	-399.74	970.76	1162.2	-176.18	-12.16	43.33	-181.08	72.33	105.81	
22.10	26.34	-525.76	1035.9	-476.63	1152.7	-269.10	-414.68	-399.77	970.73	1162.1	-176.23	-12.17	43.35	-181.14	72.23	105.72	
22.20	26.33	-525.85	1035.9	-476.65	1152.7	-269.08	-414.71	-399.73	970.78	1162.1	-176.23	-12.17	43.40	-181.19	72.09	105.62	
22.30	26.31	-525.86	1036.0	-476.63	1152.6	-269.06	-414.76	-399.67	970.82	1162.2	-176.16	-12.10	43.44	-181.15	71.97	105.54	
22.40	26.28	-525.87	1036.0	-476.60	1152.6	-269.04	-414.79	-399.68	970.75	1162.2	-176.14	-12.07	43.45	-181.07	71.86	105.43	
22.50	26.21	-525.82	1036.0	-476.59	1152.6	-269.01	-414.77	-399.68	970.72	1162.2	-176.18	-12.10	43.45	-181.03	71.77	105.35	
22.60	26.10	-525.75	1036.0	-476.63	1152.7	-269.02	-414.73	-399.68	970.72	1162.2	-176.20	-12.13	43.48	-181.07	71.66	105.25	
22.70	26.07	-525.77	1035.9	-476.66	1152.6	-269.09	-414.74	-399.63	970.72	1162.1	-176.16	-12.15	43.50	-181.12	71.56	105.14	
22.80	26.05	-525.80	1035.9	-476.70	1152.7	-269.14	-414.75	-399.60	970.75	1162.2	-176.17	-12.17	43.44	-181.15	71.43	105.03	
22.90	26.02	-525.77	1035.9	-476.69	1152.7	-269.12	-414.72	-399.62	970.77	1162.2	-176.14	-12.18	43.41	-181.16	71.33	104.96	
23.00	26.04	-525.75	1035.9	-476.62	1152.7	-269.06	-414.70	-399.62	970.78	1162.2	-176.09	-12.19	43.46	-181.15	71.20	104.85	
23.10	26.05	-525.73	1036.0	-476.57	1152.6	-269.02	-414.72	-399.59	970.77	1162.2	-176.15	-12.11	43.53	-181.12	71.13	104.74	
23.20	26.03	-525.68	1036.0	-476.54	1152.7	-269.03	-414.70	-399.57	970.77	1162.2	-176.17	-12.00	43.53	-181.09	71.04	104.62	
23.30	25.98	-525.65	1036.0	-476.56	1152.7	-269.07	-414.69	-399.56	970.81	1162.2	-176.11	-11.97	43.50	-181.07	70.96	104.55	
23.40	25.92	-525.68	1036.0	-476.63	1152.7	-269.09	-414.71	-399.58	970.83	1162.2	-176.13	-12.03	43.40	-181.05	70.85	104.47	
23.50	25.83	-525.69	1036.0	-476.64	1152.7	-269.07	-414.75	-399.62	970.84	1162.2	-176.19	-12.04	43.37	-181.05	70.73	104.39	
23.60	25.78	-525.67	1036.0	-476.62	1152.7	-269.04	-414.72	-399.62	970.80	1162.1	-176.13	-12.02	43.39	-181.08	70.63	104.31	
23.70	25.76	-525.68	1036.0	-476.61	1152.7	-269.02	-414.71	-399.62	970.73	1162.2	-176.11	-12.06	43.39	-181.12	70.55	104.23	
23.80	25.73	-525.68	1036.0	-476.59	1152.8	-269.02	-414.73	-399.64	970.71	1162.2	-176.13	-12.11	43.42	-181.12	70.43	104.09	
23.90	25.75	-525.66	1036.0	-476.61	1152.7	-269.03	-414.74	-399.69	970.69	1162.2	-176.15	-12.07	43.45	-181.07	70.31	103.98	
24.00	25.73	-525.70	1035.9	-476.65	1152.6	-269.01	-414.71	-399.71	970.67	1162.3	-176.19	-12.07	43.45	-181.08	70.22	103.89	
24.10	25.70	-525.77	1035.9	-476.65	1152.6	-269.02	-414.71	-399.69	970.67	1162.3	-176.17	-12.10	43.44	-181.12	70.14	103.81	
24.20	25.67	-525.80	1035.9	-476.65	1152.6	-269.03	-414.73	-399.64	970.71	1162.2	-176.13	-12.10	43.39	-181.17	70.04	103.72	
24.30	25.61	-525.78	1036.0	-476.65	1152.7	-268.96	-414.73	-399.64	970.72	1162.2	-176.08	-12.12	43.38	-181.19	69.92	103.64	
24.40	25.57	-525.78	1036.0	-476.69	1152.7	-268.95	-414.70	-399.66	970.71	1162.2	-176.03	-12.18	43.41	-181.18	69.81	103.56	
24.50	25.56	-525.76	1036.0	-476.73	1152.7	-268.97	-414.66	-399.69	970.71	1162.2	-176.05	-12.20	43.40	-181.19	69.73	103.50	
24.60	25.53	-525.73	1036.0	-476.70	1152.8	-268.93	-414.60	-399.71	970.74	1162.2	-176.13	-12.20	43.33	-181.25	69.62	103.42	
24.70	25.53	-525.76	1036.1	-476.62	1152.8	-268.94	-414.59	-399.71	970.80	1162.2	-176.16	-12.20	43.31	-181.28	69.54	103.31	
24.80	25.46	-525.77	1036.1	-476.55	1152.7	-268.98	-414.65	-399.68	970.81	1162.2	-176.09	-12.18	43.40	-181.24	69.46	103.20	
24.90	25.44	-525.77	1036.0	-476.60	1152.6	-269.01	-414.66	-399.66	970.81	1162.2	-176.09	-12.22	43.45	-181.23	69.38	103.13	
25.00	25.41	-525.75	1036.1	-476.65	1152.6	-269.00	-414.61	-399.62	970.86	1162.2	-176.12	-12.23	43.43	-181.23	69.28	103.02	
25.10	25.33	-525.75	1036.1	-476.65	1152.7	-268.99	-414.65	-399.65	970.85	1162.3	-176.13	-12.21	43.44	-181.18	69.16	102.94	
25.20	25.26	-525.76	1036.0	-476.61	1152.7	-269.04	-414.70	-399.69	970.76	1162.3	-176.16	-12.14	43.47	-181.15	69.04	102.83	
25.30	25.19	-525.77	1036.0	-476.56	1152.6	-269.02	-414.70	-399.66	970.72	1162.2	-176.13	-12.10	43.50	-181.13	68.98	102.75	
25.40	25.16	-525.76	1036.0	-476.52	1152.7	-268.93	-414.76	-399.64	970.70	1162.1	-176.09	-12.11	43.53	-181.12	68.89	102.66	
25.50	25.13	-525.68	1036.0	-476.53	1152.8	-268.89	-414.82	-399.67	970.74	1162.1	-176.07	-12.18	43.48	-181.15	68.77	102.58	
25.60	25.10	-525.59	1036.0	-476.56	1152.8	-268.92	-414.79	-399.66	970.81	1162.2	-176.04	-12.20	43.43	-181.16	68.66	102.48	
25.70	25.05	-525.61	1036.0	-476.57	1152.8	-268.96	-414.76	-399.66	970.80	1162.3	-176.01	-12.18	43.43	-181.14	68.59	102.39	
25.80	25.00	-525.68	1035.9	-476.58	1152.8	-269.03	-414.71	-399.71	970.73	1162.2	-175.97	-12.15	43.43	-181.15	68.49	102.28	
25.90	24.95	-525.69	1035.9	-476.53	1152.7	-269.06	-414.68	-399.73	970.76	1162.2	-175.98	-12.08	43.44	-181.13	68.37	102.17	
26.00	24.93	-525.69	1036.0	-476.49	1152.7	-268.98	-414.69	-399.71	970.84	1162.2	-176.04	-12.05	43.46	-181.10	68.23	102.08	
26.10	24.91	-525.71	1036.1	-476.51	1152.7	-268.92	-414.70	-399.71	970.87	1162.2	-176.07	-12.10	43.42	-181.12	68.15	102.00	
26.20	24.92	-525.76	1036.0	-476.57	1152.6	-268.89	-414.72	-399.74	970.90	1162.2	-176.08	-12.17	43.35	-181.16	68.06	101.90	
26.30	24.91	-525.73	1036.0	-476.63	1152.6	-268.89	-414.74	-399.70	970.83	1162.2	-176.04	-12.13	43.38	-181.18	67.95	101.81	
26.40	24.90	-525.65	1036.0	-476.65	1152.6	-268.91	-414.82	-399.69	970.68	1162.2	-176.01	-12.14	43.42	-181.19	67.84	101.72	
26.50	24.89	-525.63	1036.0	-476.65	1152.6	-268.93	-414.83	-399.73	970.67	1162.1	-175.98	-12.18	43.47	-181.19	67.77	101.65	
26.60	24.84	-525.68	1036.0	-476.64	1152.7	-268.97	-414.76	-399.77	970.75	1162.1	-176.00	-12.13	43.51	-181.19	67.68	101.55	
26.70	24.78	-525.74	1035.9	-476.63	1152.7	-268.99	-414.73	-399.76	970.80	1162.1	-176.03	-12.09	43.51	-181.18	67.57	101.44	
26.80	24.75	-525.76	1035.9	-476.58	1152.7	-268.96	-414.73	-399.72	970.80	1162.1	-176.08	-12.13	43.48	-181.19	67.45	101.35	
26.90	24.70	-525.75	1036.0	-476.57	1152.7	-268.92	-414.75	-399.69	970.76	1162.1	-176.08	-12.11	43.46	-181.18	67.37	101.28	
27.00	24.67	-525.71	1036.0	-476.59	1152.7	-268.90	-414.81	-399.66	970.76	1162.2	-176.09	-12.09	43.50	-181.14	67.29	101.22	
27.10	24.65	-525.63	1036.0	-476.66	1152.7	-268.97	-414.82	-399.67	970.82	1162.2	-176.10	-12.11	43.51	-181.09	67.20	101.15	
27.20	24.63	-525.58	1036.0	-476.70	1152.7	-269.02	-414.80	-399.68	970.79	1162.3	-176.00	-12.11	43.44	-181.10	67.10	101.03	
27.30	24.61	-525.57	1036.1	-476.68	1152.7	-269.04	-414.77	-399.66	970.73	1162.3	-175.94	-12.10	43.39	-181.14	67.02	100.95	
27.40	24.56	-525.62	1036.1	-476.61	1152.7	-269.04	-414.73	-399.64	970.71	1162.2	-175.95	-12.13	43.40	-181.16	66.92	100.85	
27.50	24.50	-525.65	1036.1	-476.54	1152.7	-268.98	-414.72	-399.66	970.76	1162.2	-175.94	-12.20	43.43	-181.14	66.81	100.75	
27.60	24.49	-525.61	1036.1	-476.55	1152.7	-268.93	-414.73	-399.65	970.84	1162.2	-175.97	-12.20	43.42	-181.15	66.70	100.66	
27.70	24.43	-525.59	1036.0	-476.56	1152.7	-268.93	-414.73	-399.62	970.85	1162.2	-176.00	-12.18	43.43	-181.19	66.63	100.59	
27.80	24.40	-525.61	1036.0	-476.58	1152.7	-268.95	-414.71	-399.62	970.84	1162.2	-175.98	-12.14	43.42	-181.17	66.55	100.49	
27.90	24.39	-525.66	1036.0	-476.62	1152.7	-268.95	-414.73	-399.65	970.82	1162.2	-175.94	-12.11	43.41	-181.16	66.46	100.42	
28.00	24.39	-525.64	1036.1	-476.59	1152.7	-268.94	-414.76	-399.67	970.77	1162.2	-176.03	-12.10	43.42	-181.18	66.35	100.30	
28.10	24.36	-525.60	1036.1	-476.56	1152.7	-268.91	-414.75	-399.67	970.74	1162.2	-176.08	-12.10	43.47	-181.19	66.26	100.21	
28.20	24.33	-525.60	1036.0	-476.55	1152.6	-268.91	-414.74	-399.69	970.75	1162.2	-176.07	-12.14	43.51	-181.20	66.15	100.14	
28.30	24.29	-525.60	1035.9	-476.57	1152.7	-268.87	-414.76	-399.65	970.80	1162.1	-176.03	-12.15	43.48	-181.20	66.05	100.08	
28.40	24.25	-525.60	1036.0	-476.58	1152.7	-268.87	-414.77	-399.61	970.79	1162.1	-176.02	-12.16	43.47	-181.24	65.98	100.00	
28.50	24.20	-525.62	1036.0	-476.60	1152.7	-268.90	-414.81	-399.62	970.74	1162.1	-176.03	-12.15	43.48	-181.25	65.92	99.95	
28.60	24.15	-525.61	1036.1	-476.62	1152.7	-268.94	-414.80	-399.65	970.68	1162.1	-175.96	-12.07	43.52	-181.22	65.83	99.86	
28.70	24.11	-525.62	1036.0	-476.61	1152.7	-269.02	-414.77	-399.72	970.66	1162.2	-175.93	-12.07	43.57	-181.17	65.71	99.77	
28.80	24.10	-525.66	1036.0	-476.60	1152.7	-269.08	-414.76	-399.78	970.63	1162.2	-175.92	-12.14	43.55	-181.15	65.59	99.68	
28.90	24.05	-525.67	1036.0	-476.58	1152.7	-269.06	-414.74	-399.76	970.65	1162.2	-175.96	-12.17	43.49	-181.17	65.50	99.62	
29.00	24.01	-525.69	1036.0	-476.56	1152.7	-269.00	-414.74	-399.68	970.75	1162.2	-176.04	-12.18	43.47	-181.22	65.41	99.53	
29.10	23.99	-525.70	1036.0	-476.58	1152.7	-268.95	-414.74	-399.63	970.76	1162.2	-176.04	-12.20	43.46	-181.20	65.32	99.43	
29.20	23.98	-525.67	1036.1	-476.62	1152.8	-268.93	-414.70	-399.56	970.73	1162.1	-175.98	-12.25	43.50	-181.09	65.22	99.34	
29.30	23.93	-525.63	1036.1	-476.67	1152.8	-268.91	-414.68	-399.55	970.73	1162.1	-175.94	-12.24	43.58	-181.01	65.16	99.25	
29.40	23.91	-525.61	1036.2	-476.73	1152.7	-268.93	-414.69	-399.62	970.70	1162.1	-175.91	-12.18	43.58	-181.06	65.08	99.14	
29.50	23.88	-525.64	1036.1	-476.68	1152.5	-269.00	-414.72	-399.65	970.70	1162.2	-175.98	-12.13	43.55	-181.18	65.00	99.07	
29.60	23.84	-525.63	1036.0	-476.60	1152.6	-269.00	-414.73	-399.63	970.80	1162.2	-176.08	-12.14	43.51	-181.23	64.91	99.00	
29.70	23.81	-525.60	1035.9	-476.57	1152.6	-268.98	-414.69	-399.63	970.85	1162.3	-176.10	-12.18	43.49	-181.20	64.83	98.94	
29.80	23.76	-525.51	1035.9	-476.54	1152.6	-269.00	-414.71	-399.66	970.82	1162.3	-176.09	-12.20	43.47	-181.16	64.72	98.87	
29.90	23.74	-525.44	1036.0	-476.54	1152.7	-268.96	-414.76	-399.66	970.80	1162.3	-176.04	-12.19	43.46	-181.17	64.64	98.78	
30.00	23.74	-525.51	1036.1	-476.57	1152.7	-268.94	-414.77	-399.63	970.76	1162.2	-176.05	-12.16	43.49	-181.20	64.56	98.67	
30.10	23.73	-525.61	1036.1	-476.60	1152.7	-268.94	-414.75	-399.63	970.71	1162.1	-176.09	-12.11	43.51	-181.22	64.50	98.61	
30.20	23.71	-525.69	1036.0	-476.61	1152.7	-269.01	-414.76	-399.64	970.70	1162.1	-176.05	-12.09	43.51	-181.22	64.41	98.54	
30.30	23.68	-525.65	1036.0	-476.60	1152.7	-269.05	-414.80	-399.66	970.72	1162.1	-176.02	-12.17	43.45	-181.23	64.32	98.43	
30.40	23.66	-525.60	1036.0	-476.62	1152.6	-269.03	-414.81	-399.70	970.74	1162.1	-176.04	-12.21	43.42	-181.23	64.23	98.32	
30.50	23.62	-525.61	1036.0	-476.62	1152.5	-269.01	-414.77	-399.71	970.73	1162.2	-176.07	-12.18	43.45	-181.22	64.17	98.25	
30.60	23.61	-525.67	1036.0	-476.63	1152.5	-268.97	-414.71	-399.70	970.72	1162.2	-176.04	-12.18	43.47	-181.19	64.09	98.19	
30.70	23.61	-525.71	1036.0	-476.65	1152.5	-268.94	-414.74	-399.73	970.69	1162.2	-176.02	-12.21	43.39	-181.24	63.97	98.11	
30.80	23.60	-525.71	1036.0	-476.61	1152.5	-268.89	-414.75	-399.74	970.69	1162.2	-176.08	-12.18	43.33	-181.25	63.86	98.01	
30.90	23.57	-525.73	1036.1	-476.59	1152.6	-268.89	-414.74	-399.73	970.70	1162.2	-176.12	-12.14	43.34	-181.23	63.80	97.95	
31.00	23.53	-525.75	1036.1	-476.63	1152.7	-268.87	-414.72	-399.71	970.76	1162.2	-176.08	-12.07	43.39	-181.27	63.70	97.86	
31.10	23.50	-525.73	1036.0	-476.64	1152.7	-268.79	-414.70	-399.67	970.74	1162.1	-176.01	-12.11	43.45	-181.34	63.59	97.78	
31.20	23.47	-525.68	1036.0	-476.62	1152.6	-268.78	-414.66	-399.64	970.72	1162.1	-176.04	-12.22	43.42	-181.36	63.48	97.70	
31.30	23.43	-525.64	1036.0	-476.59	1152.6	-268.81	-414.68	-399.64	970.72	1162.1	-176.06	-12.21	43.39	-181.33	63.41	97.64	
31.40	23.37	-525.66	1036.0	-476.59	1152.6	-268.84	-414.75	-399.66	970.71	1162.1	-176.01	-12.13	43.36	-181.29	63.33	97.55	
31.50	23.35	-525.71	1036.0	-476.58	1152.7	-268.85	-414.78	-399.70	970.68	1162.2	-175.99	-12.10	43.35	-181.25	63.24	97.44	
31.60	23.33	-525.73	1036.0	-476.61	1152.7	-268.86	-414.80	-399.69	970.64	1162.1	-176.04	-12.15	43.41	-181.23	63.15	97.34	
31.70	23.27	-525.70	1036.0	-476.64	1152.6	-268.85	-414.77	-399.67	970.63	1162.1	-176.05	-12.21	43.45	-181.25	63.08	97.29	
31.80	23.24	-525.66	1036.0	-476.64	1152.6	-268.87	-414.68	-399.60	970.69	1162.2	-176.06	-12.21	43.50	-181.29	62.99	97.23	
31.90	23.23	-525.66	1036.1	-476.61	1152.6	-268.94	-414.64	-399.61	970.74	1162.2	-176.06	-12.13	43.49	-181.25	62.91	97.16	
32.00	23.22	-525.67	1036.0	-476.61	1152.6	-268.93	-414.71	-399.67	970.74	1162.1	-176.05	-12.07	43.44	-181.21	62.84	97.13	
32.10	23.21	-525.66	1035.9	-476.63	1152.6	-268.85	-414.74	-399.68	970.69	1162.0	-176.03	-12.09	43.44	-181.24	62.79	97.13	
32.20	23.20	-525.69	1035.9	-476.64	1152.6	-268.80	-414.73	-399.66	970.66	1162.1	-176.01	-12.14	43.45	-181.28	62.74	97.13	
32.30	23.17	-525.71	1035.9	-476.64	1152.7	-268.81	-414.69	-399.61	970.66	1162.2	-176.03	-12.17	43.48	-181.24	62.69	97.10	
32.40	23.13	-525.69	1036.0	-476.63	1152.7	-268.84	-414.64	-399.59	970.70	1162.2	-176.02	-12.17	43.53	-181.24	62.61	97.07	
32.50	23.09	-525.67	1036.0	-476.63	1152.7	-268.87	-414.62	-399.60	970.73	1162.2	-175.98	-12.15	43.53	-181.23	62.56	97.06	
32.60	23.08	-525.62	1036.1	-476.59	1152.8	-268.84	-414.57	-399.60	970.71	1162.1	-175.93	-12.11	43.52	-181.20	62.51	97.01	
32.70	23.08	-525.59	1036.1	-476.55	1152.7	-268.81	-414.55	-399.58	970.70	1162.1	-175.93	-12.06	43.56	-181.19	62.44	96.93	
32.80	23.06	-525.59	1036.1	-476.60	1152.6	-268.81	-414.54	-399.54	970.74	1162.2	-175.96	-12.10	43.56	-181.18	62.35	96.86	
32.90	23.01	-525.58	1036.0	-476.61	1152.6	-268.84	-414.54	-399.52	970.76	1162.2	-175.95	-12.13	43.53	-181.18	62.30	96.81	
33.00	22.99	-525.54	1036.1	-476.61	1152.6	-268.89	-414.55	-399.50	970.79	1162.2	-175.94	-12.16	43.48	-181.21	62.21	96.74	
33.10	22.96	-525.53	1036.1	-476.61	1152.7	-268.84	-414.58	-399.53	970.87	1162.2	-176.01	-12.19	43.44	-181.24	62.13	96.66	
33.20	22.90	-525.56	1036.0	-476.62	1152.8	-268.72	-414.58	-399.60	970.92	1162.2	-176.05	-12.16	43.44	-181.26	62.07	96.59	
